,fname,labels,mids,split
11718,154267,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11719,154268,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11720,121504,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11721,154270,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11722,154274,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11723,154275,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11724,154276,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11725,154277,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11726,154278,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11727,154279,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11728,154280,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11729,154281,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11730,154282,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11731,154283,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11732,154284,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11733,154285,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11734,154286,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11735,154287,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11736,154288,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11737,154289,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11738,154290,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11739,154291,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11740,154292,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11741,154293,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11742,154294,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11743,154295,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11744,154296,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11745,154297,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11746,154298,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11747,154299,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11748,154300,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11749,154301,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11750,154302,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11751,154303,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11752,154304,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11753,154305,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11754,154306,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11755,154307,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11756,154308,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11757,154309,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11758,154310,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11759,154311,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11760,154312,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11761,154313,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11762,154314,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11763,154315,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11764,154316,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11765,154317,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11766,154318,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11767,154319,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11768,154320,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11769,154321,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11770,154322,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11771,154323,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11772,154324,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11773,154325,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11774,154326,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11775,154327,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11776,154328,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11777,154329,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11778,154330,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11779,154331,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11780,154332,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11781,154333,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11782,154334,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11783,154335,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11784,154336,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11785,154337,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11786,154338,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11787,154339,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11788,154340,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11789,154341,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11790,154342,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11791,154343,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11792,154344,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11793,154345,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11794,154346,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11795,154347,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11796,154348,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11797,154349,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11798,154350,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11799,154351,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11800,154352,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11801,154353,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11802,72439,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11803,72444,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11804,72446,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11805,72463,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11806,72465,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11807,359185,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11808,72469,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11809,359191,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11810,359194,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11811,359195,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11812,72475,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11813,359205,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11814,72486,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11815,359208,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11816,72489,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11817,359210,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11818,359211,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11819,359214,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11820,72496,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11821,359218,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11822,359222,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11823,72502,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11824,72504,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11825,359226,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11826,359229,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11827,359243,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11828,359246,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11829,359251,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11830,359252,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11831,359256,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11832,359258,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11833,359267,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11834,359268,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11835,359269,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11836,359270,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11837,359274,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11838,359278,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11839,179055,"['Wind instrument and woodwind instrument', 'Drum', 'Musical instrument', 'Music', 'Percussion']","/m/085jw,/m/026t6,/m/04szw,/m/04rlf,/m/0l14md",val
11840,359279,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11841,359280,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11842,359281,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11843,359282,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11844,359303,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11845,359304,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11846,359306,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11847,359310,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11848,359313,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11849,359315,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11850,359320,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11851,359323,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11852,359325,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11853,359326,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11854,359328,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11855,359330,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11856,359331,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11857,359333,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11858,359334,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11859,359337,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11860,359342,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11861,359345,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11862,359349,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11863,359350,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11864,359352,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11865,359353,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11866,359356,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11867,359365,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11868,359367,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11869,359369,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11870,359375,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11871,359377,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11872,359379,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11873,359381,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11874,359392,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11875,359393,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11876,359404,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11877,359410,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11878,359411,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11879,359417,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11880,359420,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11881,359427,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11882,359428,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11883,359429,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11884,359435,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11885,359438,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11886,359440,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11887,359444,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11888,359446,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11889,359449,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11890,359451,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11891,359452,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11892,359453,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11893,359459,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11894,359462,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11895,359464,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11896,359465,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11897,359481,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11898,359489,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11899,359492,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11900,359494,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11901,359495,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11902,359497,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11903,359498,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11904,359500,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11905,359503,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11906,359506,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11907,359507,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11908,359508,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11909,359511,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11910,359512,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11911,359513,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11912,359519,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11913,359529,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11914,359530,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11915,359531,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11916,359537,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11917,359539,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11918,359548,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11919,359550,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11920,359554,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11921,359558,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11922,359560,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11923,359561,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11924,359563,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11925,359566,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11926,359567,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11927,359573,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11928,359590,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11929,359598,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11930,359601,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11931,359602,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11932,359610,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11933,359617,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11934,359618,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11935,359619,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11936,359628,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11937,359632,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11938,359636,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11939,359640,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11940,359641,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11941,359644,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
11942,359647,"['Wind instrument and woodwind instrument', 'Musical instrument', 'Music']","/m/085jw,/m/04szw,/m/04rlf",train
